Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Sale_level,nu_Item_sale,Store_running_from
NCW54,7.5,3,0.09660879,Household,56.9588,OUT045,2002,3.0,3,3,744.3644,3,13.068470543621006,11
DRB13,6.115,2,0.007038478000000001,Soft Drinks,189.253,OUT013,1987,2.0,2,3,3605.3070000000002,2,19.0501973548636,26
FDY02,12.857645184135976,2,0.153456703,Dairy,264.091,OUT019,1985,1.0,1,1,262.991,3,0.9958347690758109,28
FDS59,14.8,2,0.043982464000000006,Breads,110.65700000000001,OUT045,2002,3.0,3,3,2966.139,2,26.804802226700524,11
FDR49,8.71,3,0.139202085,Canned,46.1376,OUT035,2004,1.0,3,3,383.5008,3,8.312109862671662,9
FDY40,15.5,2,0.08618464699999999,Frozen Foods,50.9692,OUT018,2009,3.0,2,2,394.1536,3,7.733172190263923,4
FDL48,19.35,2,0.082250863,Baking Goods,48.7034,OUT035,2004,1.0,3,3,534.6374,3,10.977414307830664,9
DRI01,12.857645184135976,3,0.034286109,Soft Drinks,173.1422,OUT027,1985,3.0,2,4,5000.8238,1,28.88275533058954,28
FDZ52,19.2,3,0.100482186,Frozen Foods,111.8886,OUT018,2009,3.0,2,2,1667.829,3,14.906156659391574,4
FDK32,16.25,2,0.049051717,Fruits and Vegetables,152.4682,OUT049,1999,3.0,1,3,2439.4912,2,16.0,14
FDK51,19.85,3,0.005230785999999999,Dairy,265.1884,OUT013,1987,2.0,2,3,5034.7796,1,18.985670564775834,26
FDP28,13.65,2,0.08062523,Frozen Foods,259.6936,OUT035,2004,1.0,3,3,2087.9488,2,8.040047194077944,9
DRZ24,7.535,3,0.081787519,Soft Drinks,120.844,OUT046,1997,1.0,1,3,2157.192,2,17.851047631657345,16
FDG04,12.857645184135976,3,0.010615026000000001,Frozen Foods,185.1898,OUT019,1985,1.0,1,1,374.1796,3,2.020519488654343,28
FDF58,12.857645184135976,3,0.009534758,Snack Foods,64.551,OUT027,1985,3.0,2,4,1201.769,3,18.617356818639525,28
FDI21,5.59,2,0.056602818,Snack Foods,63.2168,OUT046,1997,1.0,1,3,1725.7536,3,27.29897115956518,16
FDZ43,11.0,2,0.057047756,Fruits and Vegetables,240.4512,OUT035,2004,1.0,3,3,7028.1848,1,29.229152526583356,9
FDI57,19.85,3,0.05410964,Seafood,195.0768,OUT049,1999,3.0,1,3,1970.7679999999998,3,10.10252372398973,14
FDV03,17.6,3,0.058209079000000004,Meat,153.6314,OUT045,2002,3.0,3,3,5274.4676,1,34.33196338769288,11
FDT12,6.215,2,0.083056555,Baking Goods,224.4062,OUT010,1998,1.0,2,1,225.7062,3,1.0057930663234793,15
FDF29,15.1,2,0.020015391,Frozen Foods,128.83100000000002,OUT018,2009,3.0,2,2,1817.634,3,14.108669497248332,4
FDU02,13.35,1,0.102426197,Dairy,230.6352,OUT013,1987,2.0,2,3,5725.88,1,24.82656593616239,26
FDD23,9.5,2,0.048761223,Starchy Foods,186.5898,OUT049,1999,3.0,1,3,5238.5144,1,28.07503089665137,14
FDN04,11.8,2,0.0,Frozen Foods,179.2344,OUT035,2004,1.0,3,3,2141.2128,2,11.946438853255847,9
FDG29,17.6,3,0.056281276,Frozen Foods,40.3454,OUT035,2004,1.0,3,3,796.9626,3,19.75349358291156,9
FDK51,19.85,3,0.008762556,Dairy,266.6884,OUT010,1998,1.0,2,1,264.9884,3,0.9936255195201591,15
FDB53,13.35,3,0.139669224,Frozen Foods,147.6392,OUT049,1999,3.0,1,3,1938.8096,3,13.132078743314786,14
DRI23,18.85,3,0.13797299300000002,Hard Drinks,158.4578,OUT017,2007,3.0,3,3,1444.1202,3,9.113594912967365,6
FDP57,17.5,3,0.0,Snack Foods,102.999,OUT046,1997,1.0,1,3,2992.7709999999997,2,29.056311226322585,16
FDY57,20.2,1,0.12194009900000001,Snack Foods,95.3752,OUT017,2007,3.0,3,3,1150.5024,3,12.062909435576543,6
NCT42,5.88,3,0.024926012999999997,Household,149.9392,OUT049,1999,3.0,1,3,1491.392,3,9.946645040122931,14
FDZ21,12.857645184135976,2,0.039031927,Snack Foods,95.641,OUT027,1985,3.0,2,4,1737.7379999999998,3,18.16938342342719,28
FDC50,15.85,3,0.13727,Canned,94.4094,OUT017,2007,3.0,3,3,1904.1879999999999,3,20.16947464977004,6
FDT40,5.985,3,0.095989602,Frozen Foods,127.3678,OUT045,2002,3.0,3,3,508.6712,3,3.99371897763799,11
FDD50,18.85,3,0.142443405,Canned,170.4132,OUT017,2007,3.0,3,3,4396.9432,1,25.801658556966245,6
DRI23,18.85,3,0.137410256,Hard Drinks,161.7578,OUT049,1999,3.0,1,3,1604.578,3,9.9196329326932,14
FDQ46,7.51,3,0.104400238,Snack Foods,113.5544,OUT017,2007,3.0,3,3,894.8352,3,7.880233614901756,6
NCW06,16.2,3,0.0,Household,190.8162,OUT035,2004,1.0,3,3,3271.0754,2,17.142545549067638,9
NCX06,17.6,3,0.015750947,Household,182.5976,OUT018,2009,3.0,2,2,1629.8784,3,8.926066936257651,4
NCE19,8.97,3,0.092937216,Household,54.6956,OUT013,1987,2.0,2,3,764.3384,3,13.974403791164189,26
FDI60,7.22,2,0.03828933,Baking Goods,64.751,OUT013,1987,2.0,2,3,126.50200000000001,3,1.953668669209742,26
FDC47,12.857645184135976,3,0.20816215600000001,Snack Foods,228.1694,OUT019,1985,1.0,1,1,228.3694,3,1.0008765417273306,28
FDE02,8.71,3,0.121936216,Canned,94.4778,OUT017,2007,3.0,3,3,2628.5784,2,27.822180448740337,6
FDE11,17.7,2,0.135646297,Starchy Foods,186.0924,OUT018,2009,3.0,2,2,3516.7556,2,18.897900182919884,4
FDP11,15.85,3,0.069240685,Breads,217.5166,OUT045,2002,3.0,3,3,653.1498,3,3.0027584101627185,11
FDB08,6.055,3,0.03127929,Fruits and Vegetables,160.3578,OUT017,2007,3.0,3,3,2406.867,2,15.009354081934276,6
FDL48,12.857645184135976,2,0.08186804,Baking Goods,46.8034,OUT027,1985,3.0,2,4,1069.2748,3,22.846092377904167,28
FDH26,19.25,2,0.034753686,Canned,141.5496,OUT049,1999,3.0,1,3,1976.0944,3,13.960437895974273,14
FDI33,16.5,3,0.028476451,Snack Foods,91.0146,OUT045,2002,3.0,3,3,1368.219,3,15.032961744599218,11
FDQ26,13.5,2,0.067872402,Dairy,57.8562,OUT046,1997,1.0,1,3,355.5372,3,6.145187551204538,16
FDN03,12.857645184135976,2,0.026420581000000002,Meat,250.9408,OUT019,1985,1.0,1,1,1001.3632,3,3.990435991277624,28
FDO13,7.865,3,0.061183503,Breakfast,164.5526,OUT045,2002,3.0,3,3,1644.526,3,9.993922915833599,11
NCJ29,10.6,3,0.035247642,Health and Hygiene,84.7224,OUT049,1999,3.0,1,3,1619.2256,3,19.112130912249892,14
FDE52,12.857645184135976,2,0.02974207,Dairy,88.9514,OUT027,1985,3.0,2,4,3453.5046,2,38.824623333640616,28
FDA52,16.2,2,0.128397995,Frozen Foods,178.33700000000002,OUT035,2004,1.0,3,3,1411.496,3,7.91476810757162,9
FDF57,14.5,2,0.058918844000000005,Fruits and Vegetables,169.7448,OUT049,1999,3.0,1,3,3238.4512,2,19.078352915671054,14
NCO26,7.235,3,0.07679167099999999,Household,116.4492,OUT013,1987,2.0,2,3,2316.984,2,19.896950773384443,26
DRL59,16.75,3,0.021220113,Hard Drinks,55.1298,OUT035,2004,1.0,3,3,1240.3854,3,22.499363320744855,9
FDC60,12.857645184135976,2,0.20042639999999998,Baking Goods,88.8514,OUT019,1985,1.0,1,1,265.6542,3,2.9898707279795254,28
DRD25,12.857645184135976,3,0.07858962900000001,Soft Drinks,113.286,OUT027,1985,3.0,2,4,2716.4640000000004,2,23.978814681425774,28
FDB26,14.0,2,0.031261582999999996,Canned,52.56399999999999,OUT035,2004,1.0,3,3,639.168,3,12.159805189863787,9
FDK51,19.85,3,0.005235143,Dairy,265.8884,OUT046,1997,1.0,1,3,2649.884,2,9.966151212313136,16
FDE53,10.895,3,0.027032204,Frozen Foods,106.32799999999999,OUT017,2007,3.0,3,3,852.2239999999999,3,8.015047776690993,6
FDV24,5.635,3,0.172856719,Baking Goods,148.205,OUT010,1998,1.0,2,1,449.415,3,3.0323875712695254,15
FDI34,10.65,2,0.08561751699999999,Snack Foods,229.3668,OUT017,2007,3.0,3,3,2303.6679999999997,2,10.043598288854357,6
FDL36,15.1,3,0.127334766,Baking Goods,88.28299999999999,OUT010,1998,1.0,2,1,89.883,3,1.0181235345423243,15
NCA54,16.5,3,0.036641597000000005,Household,178.7318,OUT046,1997,1.0,1,3,1263.0226,3,7.066580205648911,16
FDI38,13.35,2,0.014656563999999999,Canned,208.5638,OUT045,2002,3.0,3,3,2277.7018,2,10.920887517392758,11
FDG31,12.15,3,0.037864853999999996,Meat,63.0826,OUT013,1987,2.0,2,3,322.913,3,5.118891738767902,26
FDA21,13.65,3,0.036016619,Snack Foods,186.3924,OUT049,1999,3.0,1,3,1295.6468,3,6.951178266925046,14
FDI09,20.75,2,0.12953868,Seafood,240.28799999999998,OUT049,1999,3.0,1,3,2396.88,2,9.975029964043149,14
FDI20,19.1,3,0.038531668,Fruits and Vegetables,210.6586,OUT013,1987,2.0,2,3,5487.5236,1,26.049368979002047,26
DRI51,17.25,1,0.0,Dairy,171.5764,OUT045,2002,3.0,3,3,4637.9628,1,27.03147285990381,11
DRZ11,12.857645184135976,2,0.112119359,Soft Drinks,123.0388,OUT027,1985,3.0,2,4,1981.4208,3,16.10403222398138,28
FDY07,12.857645184135976,3,0.0,Fruits and Vegetables,45.9402,OUT027,1985,3.0,2,4,872.8638,3,19.0,28
FDC58,10.195,3,0.041907414,Snack Foods,43.8428,OUT013,1987,2.0,2,3,175.7712,3,4.009123504885637,26
NCC30,16.6,3,0.027556247000000002,Household,176.6344,OUT013,1987,2.0,2,3,1962.7784,3,11.112095945070722,26
FDY03,17.6,2,0.07605848400000001,Meat,111.8202,OUT013,1987,2.0,2,3,2025.3636,2,18.112680893076565,26
FDZ44,8.185,3,0.038729057000000004,Fruits and Vegetables,117.1808,OUT046,1997,1.0,1,3,1874.8928,3,16.0,16
FDP28,13.65,2,0.080804019,Frozen Foods,261.1936,OUT045,2002,3.0,3,3,2348.9424,2,8.99310856008723,11
DRD15,10.6,3,0.056884225,Dairy,231.9642,OUT049,1999,3.0,1,3,3020.7346,2,13.022417252317382,14
FDL08,10.8,3,0.050000257,Fruits and Vegetables,243.9144,OUT017,2007,3.0,3,3,4655.2736,1,19.08568579796847,6
FDP25,15.2,3,0.021207518999999998,Canned,219.4824,OUT046,1997,1.0,1,3,1747.0592,3,7.959905668973913,16
DRK59,8.895,3,0.0,Hard Drinks,232.9616,OUT045,2002,3.0,3,3,2812.3392,2,12.072114889320815,11
DRJ24,11.8,3,0.113307794,Soft Drinks,187.0924,OUT035,2004,1.0,3,3,1850.924,3,9.893100949049774,9
FDU33,7.63,2,0.225476528,Snack Foods,45.1402,OUT010,1998,1.0,2,1,45.9402,3,1.0177225621508101,15
FDX47,6.55,2,0.034800079,Breads,157.5288,OUT017,2007,3.0,3,3,1571.2879999999998,3,9.974607817745072,6
FDR46,16.85,3,0.139301634,Snack Foods,144.976,OUT013,1987,2.0,2,3,2783.0440000000003,2,19.196584262222714,26
FDZ56,12.857645184135976,3,0.025612347999999997,Fruits and Vegetables,168.2474,OUT027,1985,3.0,2,4,3200.5006,2,19.022585787358377,28
NCO26,7.235,3,0.077290355,Household,116.9492,OUT017,2007,3.0,3,3,2316.984,2,19.811884134307885,6
FDV38,19.25,3,0.1017546,Dairy,55.1956,OUT035,2004,1.0,3,3,491.3604,3,8.902166114690303,9
FDL13,13.85,2,0.09426573699999999,Breakfast,233.93,OUT010,1998,1.0,2,1,233.03,3,0.996152695250716,15
FDD57,18.1,1,0.022380952000000003,Fruits and Vegetables,93.6094,OUT013,1987,2.0,2,3,476.04699999999997,3,5.085461502797796,26
FDE46,18.6,3,0.01575657,Snack Foods,153.1366,OUT013,1987,2.0,2,3,3173.8686,2,20.7257350626826,26
FDB28,6.615,3,0.156307983,Dairy,196.3426,OUT010,1998,1.0,2,1,790.9704,3,4.028521574024181,15
FDC41,15.6,3,0.195688803,Frozen Foods,77.367,OUT010,1998,1.0,2,1,153.134,3,1.9793193480424467,15
DRI23,18.85,3,0.13747519,Hard Drinks,158.6578,OUT045,2002,3.0,3,3,3369.6138,2,21.238248608010448,11
FDL33,7.235,3,0.0,Snack Foods,197.2452,OUT035,2004,1.0,3,3,2348.9424,2,11.90874302644627,9
FDS03,7.825,3,0.07962861,Meat,63.4826,OUT046,1997,1.0,1,3,2002.0606,2,31.537155062962135,16
NCY18,12.857645184135976,3,0.03100078,Household,177.0054,OUT027,1985,3.0,2,4,2101.2648,2,11.871190370463273,28
FDE50,19.7,2,0.016202582,Canned,188.2556,OUT035,2004,1.0,3,3,3379.6008,2,17.952192657217104,9
FDT02,12.6,3,0.024190156,Dairy,34.4874,OUT035,2004,1.0,3,3,494.0236,3,14.32475628780366,9
FDI34,10.65,2,0.08530861099999999,Snack Foods,230.2668,OUT045,2002,3.0,3,3,5759.17,1,25.01085697113088,11
FDO15,16.75,2,0.008564925,Meat,73.2038,OUT035,2004,1.0,3,3,1404.1722,3,19.181684557359045,9
DRI39,13.8,1,0.09745748300000001,Dairy,55.393,OUT018,2009,3.0,2,2,1018.674,3,18.38994096727023,4
NCO14,9.6,3,0.029619202999999997,Household,43.6086,OUT013,1987,2.0,2,3,624.5204,3,14.321037593502199,26
NCN19,13.1,3,0.0,Others,189.253,OUT046,1997,1.0,1,3,1518.024,3,8.02113572836362,16
DRJ25,14.6,3,0.15087286800000002,Soft Drinks,47.5692,OUT045,2002,3.0,3,3,1379.5376,3,29.00064747777974,11
FDE10,6.67,2,0.09031453,Snack Foods,130.5626,OUT018,2009,3.0,2,2,1180.4634,3,9.041359470476232,4
FDQ08,15.7,2,0.018930352,Fruits and Vegetables,59.4536,OUT046,1997,1.0,1,3,857.5504,3,14.423859951289744,16
NCQ43,17.75,1,0.111209003,Others,107.7912,OUT013,1987,2.0,2,3,982.7208,3,9.116892659141007,26
FDY57,20.2,1,0.121153331,Snack Foods,97.3752,OUT013,1987,2.0,2,3,958.752,3,9.845956670692331,26
FDQ34,10.85,3,0.163160327,Snack Foods,107.4622,OUT017,2007,3.0,3,3,1693.7952,3,15.761776699155611,6
NCG19,20.25,3,0.148163564,Household,232.7616,OUT049,1999,3.0,1,3,1874.8928,3,8.054991888696419,14
FDI33,12.857645184135976,3,0.028281197,Snack Foods,90.2146,OUT027,1985,3.0,2,4,3648.5840000000003,2,40.443387212269414,28
FDW27,5.86,2,0.15085330800000002,Meat,156.0314,OUT046,1997,1.0,1,3,2016.7082,2,12.925015093115874,16
FDH04,6.115,2,0.011437302,Frozen Foods,92.4488,OUT017,2007,3.0,3,3,1358.2320000000002,3,14.69172125544085,6
FDZ39,19.7,2,0.018024769,Meat,104.499,OUT046,1997,1.0,1,3,1031.99,3,9.875596895664074,16
NCK19,9.8,3,0.090448534,Others,194.5478,OUT035,2004,1.0,3,3,774.9912,3,3.9835516001722975,9
FDY20,12.5,2,0.08175276,Fruits and Vegetables,89.0488,OUT046,1997,1.0,1,3,1267.6832,3,14.23582574947669,16
FDN39,19.35,2,0.10966769800000001,Meat,166.0816,OUT010,1998,1.0,2,1,671.1264,3,4.04094372886581,15
NCY41,16.75,3,0.075735621,Health and Hygiene,34.5532,OUT046,1997,1.0,1,3,323.5788,3,9.36465508259727,16
NCN14,19.1,3,0.091917786,Others,182.7608,OUT046,1997,1.0,1,3,1837.608,3,10.054716328665666,16
FDR07,21.35,3,0.130127365,Fruits and Vegetables,96.2094,OUT010,1998,1.0,2,1,190.4188,3,1.9792120104688316,15
FDW49,19.5,1,0.08248351599999999,Canned,179.2002,OUT013,1987,2.0,2,3,2865.6032,2,15.991071438536341,26
FDN23,6.575,2,0.075507758,Breads,146.4444,OUT046,1997,1.0,1,3,1596.5884,3,10.902352018923223,16
FDS33,6.67,2,0.12412675599999999,Snack Foods,88.9514,OUT017,2007,3.0,3,3,2125.2336,2,23.892075897624995,6
FDY36,12.3,3,0.009425158000000001,Baking Goods,74.83800000000001,OUT049,1999,3.0,1,3,1537.9979999999998,3,20.551030225286613,14
FDH20,16.1,2,0.024999711,Fruits and Vegetables,97.84100000000001,OUT045,2002,3.0,3,3,1255.0330000000001,3,12.827270776055029,11
FDR15,12.857645184135976,2,0.05854560599999999,Meat,155.8314,OUT019,1985,1.0,1,1,310.2628,3,1.9910159313206455,28
NCP50,17.35,3,0.020676141000000002,Others,80.6618,OUT017,2007,3.0,3,3,1208.427,3,14.981403836760398,6
FDS40,15.35,3,0.02346559,Frozen Foods,35.219,OUT010,1998,1.0,2,1,36.619,3,1.0397512706209715,15
FDG38,8.975,2,0.05272914,Canned,86.4224,OUT046,1997,1.0,1,3,1022.6688,3,11.83337653201022,16
NCO18,13.15,3,0.024630755,Household,178.2686,OUT013,1987,2.0,2,3,2666.5290000000005,2,14.95792865372814,26
NCO54,19.5,1,0.014274292,Household,55.6614,OUT046,1997,1.0,1,3,718.3982,3,12.90657798761799,16
NCW18,15.1,3,0.059313603,Household,238.1248,OUT035,2004,1.0,3,3,4266.4464,1,17.916850323863788,9
FDB36,5.465,2,0.048518008,Baking Goods,132.9626,OUT035,2004,1.0,3,3,2360.9268,2,17.756322454584975,9
FDJ45,17.75,3,0.073349552,Seafood,34.2216,OUT013,1987,2.0,2,3,934.7832,3,27.315590153587205,26
FDP60,12.857645184135976,3,0.055648052,Baking Goods,100.3016,OUT027,1985,3.0,2,4,2833.6448,2,28.251242253363856,28
DRD12,6.96,3,0.077129323,Soft Drinks,92.7146,OUT013,1987,2.0,2,3,1733.0774,3,18.692605048180113,26
FDR47,17.85,3,0.08782496699999999,Breads,196.0794,OUT018,2009,3.0,2,2,1755.7146,3,8.954100226744881,4
FDJ10,5.095,2,0.13003120699999998,Snack Foods,142.4838,OUT018,2009,3.0,2,2,561.9352,3,3.943853266125693,4
DRC25,5.73,3,0.045334097999999996,Soft Drinks,87.0882,OUT013,1987,2.0,2,3,1803.6522,3,20.710638180603112,26
NCW54,7.5,3,0.096333029,Household,57.8588,OUT013,1987,2.0,2,3,1145.1760000000002,3,19.792598532980293,26
FDA26,7.855,2,0.07385892299999999,Dairy,218.6482,OUT013,1987,2.0,2,3,3723.8194,2,17.031100187424364,26
DRF01,5.655,1,0.17504710399999998,Soft Drinks,146.9102,OUT035,2004,1.0,3,3,1895.5326,3,12.902661625945646,9
NCZ17,12.15,3,0.132952286,Health and Hygiene,37.6506,OUT010,1998,1.0,2,1,37.9506,3,1.007968000509952,15
FDK46,9.6,3,0.08614586699999999,Snack Foods,258.362,OUT010,1998,1.0,2,1,259.66200000000003,3,1.0050316997081614,15
NCU41,18.85,3,0.0520115,Health and Hygiene,190.3846,OUT013,1987,2.0,2,3,3630.6074,2,19.069858591503724,26
FDV20,20.2,2,0.059790095,Fruits and Vegetables,127.4678,OUT035,2004,1.0,3,3,3560.6984,2,27.934101004332078,9
FDT15,12.15,2,0.071440118,Meat,182.295,OUT010,1998,1.0,2,1,549.285,3,3.0131654735456266,15
DRI25,19.6,3,0.03395415,Soft Drinks,56.4614,OUT049,1999,3.0,1,3,773.6596,3,13.702451586393536,14
FDA40,16.0,2,0.099271209,Frozen Foods,88.5856,OUT046,1997,1.0,1,3,878.8560000000001,3,9.920980385073873,16
FDZ15,12.857645184135976,3,0.020769677,Dairy,117.5782,OUT027,1985,3.0,2,4,2741.0986,2,23.312983189060557,28
FDM13,6.425,3,0.06316338,Breakfast,132.2626,OUT035,2004,1.0,3,3,2098.6016,2,15.866931392547857,9
NCM05,6.825,3,0.059846975,Health and Hygiene,262.5226,OUT046,1997,1.0,1,3,9779.9362,1,37.253692444002915,16
FDD38,12.857645184135976,1,0.014342658999999999,Canned,103.7674,OUT019,1985,1.0,1,1,203.7348,3,1.9633796356081006,28
DRI01,7.97,3,0.057667172999999995,Soft Drinks,172.1422,OUT010,1998,1.0,2,1,517.3266,3,3.005228235726045,15
DRG13,17.25,3,0.037155206,Soft Drinks,166.4526,OUT013,1987,2.0,2,3,3782.4098,2,22.723645049701837,26
NCT30,9.1,3,0.08041772400000001,Household,48.8718,OUT049,1999,3.0,1,3,425.4462,3,8.705351552429008,14
NCG42,19.2,3,0.041227831,Household,129.83100000000002,OUT046,1997,1.0,1,3,1947.465,3,14.999999999999998,16
FDB14,12.857645184135976,2,0.102226474,Canned,91.31200000000001,OUT027,1985,3.0,2,4,3075.9959999999996,2,33.6866567373401,28
FDO27,12.857645184135976,2,0.178210285,Meat,95.7752,OUT027,1985,3.0,2,4,3930.8832,2,41.04280857675056,28
FDC14,14.5,2,0.06904249,Canned,41.4454,OUT010,1998,1.0,2,1,41.9454,3,1.0120640650108335,15
FDB49,12.857645184135976,2,0.052791124,Baking Goods,98.5384,OUT019,1985,1.0,1,1,591.2304,3,6.000000000000001,28
FDZ23,17.75,2,0.06760774900000001,Baking Goods,188.024,OUT049,1999,3.0,1,3,2796.36,2,14.87235672041867,14
FDJ52,7.145,3,0.017887474,Frozen Foods,160.6578,OUT017,2007,3.0,3,3,1765.0358,3,10.986306298231396,6
FDJ56,8.985,3,0.18444042100000002,Fruits and Vegetables,99.67,OUT017,2007,3.0,3,3,3295.71,2,33.066218521119694,6
NCR54,16.35,1,0.091074449,Household,196.81099999999998,OUT017,2007,3.0,3,3,3338.987,2,16.965449085671025,6
DRF01,5.655,3,0.0,Soft Drinks,147.5102,OUT046,1997,1.0,1,3,1166.4816,3,7.907802985827422,16
DRK12,9.5,3,0.04195143900000001,Soft Drinks,32.49,OUT049,1999,3.0,1,3,865.54,3,26.640196983687286,14
FDL58,5.78,2,0.074087369,Snack Foods,264.9568,OUT013,1987,2.0,2,3,6855.0768,1,25.872432034203314,26
FDD44,8.05,2,0.0,Fruits and Vegetables,257.5646,OUT013,1987,2.0,2,3,5153.292,1,20.007765042245715,26
FDT50,6.75,2,0.10867990599999999,Dairy,95.6752,OUT018,2009,3.0,2,2,1246.3776,3,13.027175276351656,4
DRM23,16.6,3,0.136500981,Hard Drinks,173.3422,OUT017,2007,3.0,3,3,4138.6128,1,23.87539098961476,6
NCM31,6.095,3,0.081361288,Others,141.9154,OUT045,2002,3.0,3,3,2694.4926,2,18.986611741925117,11
FDY21,15.1,3,0.0,Snack Foods,197.21099999999998,OUT010,1998,1.0,2,1,196.41099999999997,3,0.9959434311473497,15
FDR22,19.35,2,0.018591464,Snack Foods,112.9544,OUT049,1999,3.0,1,3,1342.2528,3,11.883138682512588,14
NCV06,11.3,3,0.066952965,Household,192.0478,OUT018,2009,3.0,2,2,3099.9648,2,16.141631406347795,4
FDR45,10.8,3,0.029107004,Snack Foods,240.5222,OUT017,2007,3.0,3,3,4541.4218,1,18.881507819236646,6
FDH60,19.7,2,0.0,Baking Goods,194.41099999999997,OUT049,1999,3.0,1,3,5106.686,1,26.26747457705583,14
FDR08,12.857645184135976,3,0.06587293599999999,Fruits and Vegetables,113.1886,OUT019,1985,1.0,1,1,111.1886,3,0.9823303760272678,28
FDA47,10.5,2,0.117149075,Baking Goods,164.12099999999998,OUT018,2009,3.0,2,2,1794.3310000000001,3,10.93297627969608,4
FDS37,7.655,3,0.031994534,Canned,114.3492,OUT049,1999,3.0,1,3,1853.5872,3,16.209883409765876,14
FDF12,8.235,3,0.08276363,Baking Goods,146.5076,OUT018,2009,3.0,2,2,1625.8836,3,11.097605857989619,4
FDP24,20.6,3,0.083004078,Baking Goods,119.4756,OUT046,1997,1.0,1,3,1090.5804,3,9.128059620541768,16
FDU20,19.35,2,0.021490911,Fruits and Vegetables,122.1098,OUT049,1999,3.0,1,3,2892.2352,2,23.6855289256063,14
FDW44,9.5,2,0.058835927999999996,Fruits and Vegetables,170.2448,OUT010,1998,1.0,2,1,170.4448,3,1.0011747789066097,15
FDY39,5.305,2,0.07871639,Meat,183.5608,OUT010,1998,1.0,2,1,551.2824,3,3.003268671742551,15
DRD37,9.8,3,0.013869808999999999,Soft Drinks,47.406000000000006,OUT045,2002,3.0,3,3,978.7260000000001,3,20.64561447917985,11
FDZ35,9.6,2,0.022274264,Breads,101.699,OUT035,2004,1.0,3,3,2992.7709999999997,2,29.42773281939842,9
FDB50,13.0,1,0.15361856599999998,Canned,79.6986,OUT046,1997,1.0,1,3,1480.0734,3,18.570883302843463,16
FDY10,17.6,3,0.049267759,Snack Foods,113.0176,OUT018,2009,3.0,2,2,2862.94,2,25.33180672744776,4
FDK41,14.3,3,0.12826315,Frozen Foods,83.4224,OUT017,2007,3.0,3,3,681.7792,3,8.172615508544467,6
FDL24,10.3,2,0.02494708,Baking Goods,172.3422,OUT045,2002,3.0,3,3,5690.5926,1,33.01914795099517,11
FDZ07,15.1,2,0.157154813,Fruits and Vegetables,62.2194,OUT010,1998,1.0,2,1,185.7582,3,2.985535058197282,15
DRI03,6.03,3,0.022832115,Dairy,176.7028,OUT017,2007,3.0,3,3,1416.8224,3,8.018109503641142,6
FDW56,7.68,3,0.070900282,Fruits and Vegetables,192.6162,OUT046,1997,1.0,1,3,5580.0698,1,28.96988830638337,16
FDR20,20.0,2,0.028180788999999998,Fruits and Vegetables,46.8744,OUT045,2002,3.0,3,3,905.488,3,19.317324595088152,11
FDC50,15.85,3,0.136497913,Canned,96.3094,OUT046,1997,1.0,1,3,2856.282,2,29.657354318477744,16
NCX05,15.2,3,0.162462044,Health and Hygiene,117.6492,OUT010,1998,1.0,2,1,347.5476,3,2.9541008353647964,15
FDU23,12.15,3,0.0,Breads,164.7184,OUT046,1997,1.0,1,3,3962.8416,2,24.058281284908063,16
FDN45,19.35,3,0.118080437,Snack Foods,222.6088,OUT035,2004,1.0,3,3,6040.1376,1,27.133417906210358,9
FDQ51,12.857645184135976,2,0.017466284,Meat,45.4718,OUT027,1985,3.0,2,4,1323.6104,3,29.108379259233196,28
FDH21,12.857645184135976,3,0.031073804,Seafood,157.5604,OUT027,1985,3.0,2,4,5704.5744,1,36.205635426160384,28
DRZ11,8.85,2,0.11330222300000001,Soft Drinks,125.1388,OUT017,2007,3.0,3,3,1114.5492,3,8.906503818160314,6
NCI43,19.85,3,0.025968706,Household,49.5376,OUT046,1997,1.0,1,3,1006.6896,3,20.321727334388427,16
DRF03,19.1,3,0.045400017,Dairy,38.8138,OUT045,2002,3.0,3,3,690.4346,3,17.78837939083522,11
NCF30,17.0,3,0.126958147,Household,125.8362,OUT017,2007,3.0,3,3,2516.724,2,20.0,6
FDB12,11.15,2,0.105307659,Baking Goods,102.0648,OUT046,1997,1.0,1,3,1038.6480000000001,3,10.176358548686718,16
FDW19,12.35,2,0.038500421,Fruits and Vegetables,110.757,OUT046,1997,1.0,1,3,1208.427,3,10.910615130420648,16
FDB45,20.85,3,0.02137305,Fruits and Vegetables,103.3306,OUT045,2002,3.0,3,3,522.653,3,5.058066052069765,11
FDY55,12.857645184135976,3,0.0,Fruits and Vegetables,255.7988,OUT027,1985,3.0,2,4,9251.9568,1,36.16888273127161,28
FDK40,7.035,3,0.0,Frozen Foods,263.291,OUT010,1998,1.0,2,1,525.982,3,1.9977211526409941,15
FDU11,4.785,3,0.09297084,Breads,122.0098,OUT018,2009,3.0,2,2,2048.6666,2,16.791000395050233,4
FDP33,12.857645184135976,3,0.088839949,Snack Foods,254.2672,OUT027,1985,3.0,2,4,10993.6896,1,43.23675881120333,28
FDN49,17.25,2,0.209600084,Breakfast,40.348,OUT010,1998,1.0,2,1,39.948,3,0.9900862496282344,15
