Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,OUT010,OUT013,OUT017,OUT018,OUT019,OUT027,OUT035,OUT045,OUT046,OUT049
FDH58,12.3,0,0.037148619,2,116.8834,6,2,2,2,2649.2182,0,0,1,0,0,0,0,0,0,0
NCV42,6.26,0,0.052593952,2,111.0228,15,2,2,0,221.0456,1,0,0,0,0,0,0,0,0,0
NCQ54,17.7,0,0.012593466999999999,2,167.6474,4,1,2,1,3874.2902,0,0,0,1,0,0,0,0,0,0
FDL44,18.25,0,0.012325121999999999,2,162.8894,4,1,2,1,647.1576,0,0,0,1,0,0,0,0,0,0
FDY50,5.8,0,0.131489269,1,89.7172,4,1,2,1,1605.9096,0,0,0,1,0,0,0,0,0,0
FDR59,14.5,1,0.064224789,0,262.7594,6,2,2,2,7064.8038,0,0,1,0,0,0,0,0,0,0
FDH35,18.25,0,0.060589424,0,162.5526,6,2,2,2,986.7156,0,0,1,0,0,0,0,0,0,0
FDX08,12.85,0,0.022649892999999997,2,179.3318,11,2,2,2,1263.0226,0,0,0,0,0,0,0,1,0,0
FDL20,17.1,0,0.128390273,2,111.9886,9,0,2,2,1445.4518,0,0,0,0,0,0,1,0,0,0
FDB27,7.575,0,0.055476238,1,196.8768,14,1,0,2,1182.4608,0,0,0,0,0,0,0,0,0,1
FDA56,9.21,0,0.008757492,2,120.8414,26,2,2,2,2071.3038,0,1,0,0,0,0,0,0,0,0
FDV39,11.3,0,0.007273831,1,196.6426,26,2,2,2,5141.3076,0,1,0,0,0,0,0,0,0,0
FDU38,12.857645184135976,0,0.144534212,1,190.6504,28,0,0,0,575.2512,0,0,0,0,1,0,0,0,0,0
FDT55,13.6,1,0.043743689,2,157.7946,11,2,2,2,1104.5622,0,0,0,0,0,0,0,1,0,0
FDS24,20.85,1,0.062477955,2,87.2514,4,1,2,1,1505.3738,0,0,0,1,0,0,0,0,0,0
FDS15,9.195,1,0.078060601,1,106.3596,16,0,0,2,2912.2092,0,0,0,0,0,0,0,0,1,0
FDF05,12.857645184135976,0,0.026740767000000002,2,261.291,28,1,2,3,5522.811,0,0,0,0,0,1,0,0,0,0
DRP47,15.75,0,0.140821917,1,252.9382,14,1,0,2,2775.7202,0,0,0,0,0,0,0,0,0,1
FDA25,16.5,1,0.068403271,0,101.999,4,1,2,1,619.194,0,0,0,1,0,0,0,0,0,0
FDA19,12.857645184135976,0,0.0,2,126.6994,28,0,0,0,256.9988,0,0,0,0,1,0,0,0,0,0
NCM26,20.5,0,0.02312394,0,154.634,26,2,2,2,2297.01,0,1,0,0,0,0,0,0,0,0
FDS46,17.6,1,0.047449835,2,118.1782,4,1,2,1,2621.9204,0,0,0,1,0,0,0,0,0,0
DRH15,8.775,0,0.11035900400000001,1,42.7428,4,1,2,1,790.9704,0,0,0,1,0,0,0,0,0,0
NCR05,10.1,0,0.054620504,1,197.5084,9,0,2,2,2976.1259999999997,0,0,0,0,0,0,1,0,0,0
NCY17,18.2,0,0.0,1,44.1086,11,2,2,2,1115.215,0,0,0,0,0,0,0,1,0,0
FDZ01,8.975,1,0.009051307,0,103.09899999999999,26,2,2,2,309.597,0,1,0,0,0,0,0,0,0,0
FDP31,12.857645184135976,1,0.160722863,2,65.7168,28,1,2,3,2237.0879999999997,0,0,0,0,0,1,0,0,0,0
FDE57,9.6,0,0.03625493,2,141.0154,26,2,2,2,2694.4926,0,1,0,0,0,0,0,0,0,0
FDZ44,8.185,0,0.064824502,2,116.0808,15,2,2,0,234.3616,1,0,0,0,0,0,0,0,0,0
NCP53,14.75,0,0.033024328,1,236.6906,4,1,2,1,3089.9778,0,0,0,1,0,0,0,0,0,0
NCA06,20.5,0,0.143574191,2,37.219,11,2,2,2,476.04699999999997,0,0,0,0,0,0,0,1,0,0
FDP22,14.65,1,0.09933321699999999,2,51.3666,11,2,2,2,1076.5986,0,0,0,0,0,0,0,1,0,0
FDW37,19.2,0,0.12475207,0,90.9488,6,2,2,2,633.8416,0,0,1,0,0,0,0,0,0,0
NCS30,5.945,0,0.093170838,2,127.3652,14,1,0,2,1549.9824,0,0,0,0,0,0,0,0,0,1
FDB40,17.5,1,0.007538459,1,144.2102,9,0,2,2,4082.6856,0,0,0,0,0,0,1,0,0,0
FDC51,10.895,1,0.009676286,1,122.87299999999999,6,2,2,2,3448.844,0,0,1,0,0,0,0,0,0,0
FDC11,20.5,0,0.141792841,0,89.7172,16,0,0,2,1159.8236,0,0,0,0,0,0,0,0,1,0
FDC59,12.857645184135976,1,0.05436436,0,63.8168,28,1,2,3,958.752,0,0,0,0,0,1,0,0,0,0
FDE14,13.65,1,0.031573246,0,99.47,4,1,2,1,299.61,0,0,0,1,0,0,0,0,0,0
NCT41,15.7,0,0.055943697,1,150.6024,26,2,2,2,2428.8384,0,1,0,0,0,0,0,0,0,0
FDP52,18.7,1,0.0,2,229.201,9,0,2,2,3215.8140000000003,0,0,0,0,0,0,1,0,0,0
DRA24,19.35,1,0.066831682,1,163.8868,15,2,2,0,327.5736,1,0,0,0,0,0,0,0,0,0
FDC40,16.0,1,0.06516504599999999,1,79.3986,14,1,0,2,856.8846,0,0,0,0,0,0,0,0,0,1
NCA42,6.965,0,0.0,2,159.4604,26,2,2,2,3169.208,0,1,0,0,0,0,0,0,0,0
FDT27,11.395,1,0.069728296,1,233.9616,11,2,2,2,1406.1696,0,0,0,0,0,0,0,1,0,0
NCW54,7.5,0,0.09660879,2,56.9588,11,2,2,2,744.3644,0,0,0,0,0,0,0,1,0,0
DRB13,6.115,1,0.007038478000000001,1,189.253,26,2,2,2,3605.3070000000002,0,1,0,0,0,0,0,0,0,0
FDY02,12.857645184135976,1,0.153456703,1,264.091,28,0,0,0,262.991,0,0,0,0,1,0,0,0,0,0
FDS59,14.8,1,0.043982464000000006,0,110.65700000000001,11,2,2,2,2966.139,0,0,0,0,0,0,0,1,0,0
FDR49,8.71,0,0.139202085,0,46.1376,9,0,2,2,383.5008,0,0,0,0,0,0,1,0,0,0
FDY40,15.5,1,0.08618464699999999,2,50.9692,4,1,2,1,394.1536,0,0,0,1,0,0,0,0,0,0
FDL48,19.35,1,0.082250863,2,48.7034,9,0,2,2,534.6374,0,0,0,0,0,0,1,0,0,0
DRI01,12.857645184135976,0,0.034286109,1,173.1422,28,1,2,3,5000.8238,0,0,0,0,0,1,0,0,0,0
FDZ52,19.2,0,0.100482186,2,111.8886,4,1,2,1,1667.829,0,0,0,1,0,0,0,0,0,0
FDK32,16.25,1,0.049051717,2,152.4682,14,1,0,2,2439.4912,0,0,0,0,0,0,0,0,0,1
FDK51,19.85,0,0.005230785999999999,1,265.1884,26,2,2,2,5034.7796,0,1,0,0,0,0,0,0,0,0
FDP28,13.65,1,0.08062523,2,259.6936,9,0,2,2,2087.9488,0,0,0,0,0,0,1,0,0,0
DRZ24,7.535,0,0.081787519,1,120.844,16,0,0,2,2157.192,0,0,0,0,0,0,0,0,1,0
FDG04,12.857645184135976,0,0.010615026000000001,2,185.1898,28,0,0,0,374.1796,0,0,0,0,1,0,0,0,0,0
FDF58,12.857645184135976,0,0.009534758,2,64.551,28,1,2,3,1201.769,0,0,0,0,0,1,0,0,0,0
FDI21,5.59,1,0.056602818,2,63.2168,16,0,0,2,1725.7536,0,0,0,0,0,0,0,0,1,0
FDZ43,11.0,1,0.057047756,2,240.4512,9,0,2,2,7028.1848,0,0,0,0,0,0,1,0,0,0
FDI57,19.85,0,0.05410964,0,195.0768,14,1,0,2,1970.7679999999998,0,0,0,0,0,0,0,0,0,1
FDV03,17.6,0,0.058209079000000004,1,153.6314,11,2,2,2,5274.4676,0,0,0,0,0,0,0,1,0,0
FDT12,6.215,1,0.083056555,2,224.4062,15,2,2,0,225.7062,1,0,0,0,0,0,0,0,0,0
FDF29,15.1,1,0.020015391,2,128.83100000000002,4,1,2,1,1817.634,0,0,0,1,0,0,0,0,0,0
FDU02,13.35,0,0.102426197,1,230.6352,26,2,2,2,5725.88,0,1,0,0,0,0,0,0,0,0
FDD23,9.5,1,0.048761223,0,186.5898,14,1,0,2,5238.5144,0,0,0,0,0,0,0,0,0,1
FDN04,11.8,1,0.0,2,179.2344,9,0,2,2,2141.2128,0,0,0,0,0,0,1,0,0,0
FDG29,17.6,0,0.056281276,2,40.3454,9,0,2,2,796.9626,0,0,0,0,0,0,1,0,0,0
FDK51,19.85,0,0.008762556,1,266.6884,15,2,2,0,264.9884,1,0,0,0,0,0,0,0,0,0
FDB53,13.35,0,0.139669224,2,147.6392,14,1,0,2,1938.8096,0,0,0,0,0,0,0,0,0,1
DRI23,18.85,0,0.13797299300000002,1,158.4578,6,2,2,2,1444.1202,0,0,1,0,0,0,0,0,0,0
FDP57,17.5,0,0.0,2,102.999,16,0,0,2,2992.7709999999997,0,0,0,0,0,0,0,0,1,0
FDY57,20.2,1,0.12194009900000001,2,95.3752,6,2,2,2,1150.5024,0,0,1,0,0,0,0,0,0,0
NCT42,5.88,0,0.024926012999999997,2,149.9392,14,1,0,2,1491.392,0,0,0,0,0,0,0,0,0,1
FDZ21,12.857645184135976,1,0.039031927,2,95.641,28,1,2,3,1737.7379999999998,0,0,0,0,0,1,0,0,0,0
FDC50,15.85,0,0.13727,0,94.4094,6,2,2,2,1904.1879999999999,0,0,1,0,0,0,0,0,0,0
FDT40,5.985,0,0.095989602,2,127.3678,11,2,2,2,508.6712,0,0,0,0,0,0,0,1,0,0
FDD50,18.85,0,0.142443405,0,170.4132,6,2,2,2,4396.9432,0,0,1,0,0,0,0,0,0,0
DRI23,18.85,0,0.137410256,1,161.7578,14,1,0,2,1604.578,0,0,0,0,0,0,0,0,0,1
FDQ46,7.51,0,0.104400238,2,113.5544,6,2,2,2,894.8352,0,0,1,0,0,0,0,0,0,0
NCW06,16.2,0,0.0,2,190.8162,9,0,2,2,3271.0754,0,0,0,0,0,0,1,0,0,0
NCX06,17.6,0,0.015750947,2,182.5976,4,1,2,1,1629.8784,0,0,0,1,0,0,0,0,0,0
NCE19,8.97,0,0.092937216,2,54.6956,26,2,2,2,764.3384,0,1,0,0,0,0,0,0,0,0
FDI60,7.22,1,0.03828933,2,64.751,26,2,2,2,126.50200000000001,0,1,0,0,0,0,0,0,0,0
FDC47,12.857645184135976,0,0.20816215600000001,2,228.1694,28,0,0,0,228.3694,0,0,0,0,1,0,0,0,0,0
FDE02,8.71,0,0.121936216,0,94.4778,6,2,2,2,2628.5784,0,0,1,0,0,0,0,0,0,0
FDE11,17.7,1,0.135646297,0,186.0924,4,1,2,1,3516.7556,0,0,0,1,0,0,0,0,0,0
FDP11,15.85,0,0.069240685,0,217.5166,11,2,2,2,653.1498,0,0,0,0,0,0,0,1,0,0
FDB08,6.055,0,0.03127929,2,160.3578,6,2,2,2,2406.867,0,0,1,0,0,0,0,0,0,0
FDL48,12.857645184135976,1,0.08186804,2,46.8034,28,1,2,3,1069.2748,0,0,0,0,0,1,0,0,0,0
FDH26,19.25,1,0.034753686,0,141.5496,14,1,0,2,1976.0944,0,0,0,0,0,0,0,0,0,1
FDI33,16.5,0,0.028476451,2,91.0146,11,2,2,2,1368.219,0,0,0,0,0,0,0,1,0,0
FDQ26,13.5,1,0.067872402,1,57.8562,16,0,0,2,355.5372,0,0,0,0,0,0,0,0,1,0
FDN03,12.857645184135976,1,0.026420581000000002,1,250.9408,28,0,0,0,1001.3632,0,0,0,0,1,0,0,0,0,0
FDO13,7.865,0,0.061183503,0,164.5526,11,2,2,2,1644.526,0,0,0,0,0,0,0,1,0,0
NCJ29,10.6,0,0.035247642,1,84.7224,14,1,0,2,1619.2256,0,0,0,0,0,0,0,0,0,1
FDE52,12.857645184135976,1,0.02974207,1,88.9514,28,1,2,3,3453.5046,0,0,0,0,0,1,0,0,0,0
FDA52,16.2,1,0.128397995,2,178.33700000000002,9,0,2,2,1411.496,0,0,0,0,0,0,1,0,0,0
FDF57,14.5,1,0.058918844000000005,2,169.7448,14,1,0,2,3238.4512,0,0,0,0,0,0,0,0,0,1
NCO26,7.235,0,0.07679167099999999,2,116.4492,26,2,2,2,2316.984,0,1,0,0,0,0,0,0,0,0
DRL59,16.75,0,0.021220113,1,55.1298,9,0,2,2,1240.3854,0,0,0,0,0,0,1,0,0,0
FDC60,12.857645184135976,1,0.20042639999999998,2,88.8514,28,0,0,0,265.6542,0,0,0,0,1,0,0,0,0,0
DRD25,12.857645184135976,0,0.07858962900000001,1,113.286,28,1,2,3,2716.4640000000004,0,0,0,0,0,1,0,0,0,0
FDB26,14.0,1,0.031261582999999996,0,52.56399999999999,9,0,2,2,639.168,0,0,0,0,0,0,1,0,0,0
FDK51,19.85,0,0.005235143,1,265.8884,16,0,0,2,2649.884,0,0,0,0,0,0,0,0,1,0
FDE53,10.895,0,0.027032204,2,106.32799999999999,6,2,2,2,852.2239999999999,0,0,1,0,0,0,0,0,0,0
FDV24,5.635,0,0.172856719,2,148.205,15,2,2,0,449.415,1,0,0,0,0,0,0,0,0,0
FDI34,10.65,1,0.08561751699999999,2,229.3668,6,2,2,2,2303.6679999999997,0,0,1,0,0,0,0,0,0,0
FDL36,15.1,0,0.127334766,2,88.28299999999999,15,2,2,0,89.883,1,0,0,0,0,0,0,0,0,0
NCA54,16.5,0,0.036641597000000005,2,178.7318,16,0,0,2,1263.0226,0,0,0,0,0,0,0,0,1,0
FDI38,13.35,1,0.014656563999999999,0,208.5638,11,2,2,2,2277.7018,0,0,0,0,0,0,0,1,0,0
FDG31,12.15,0,0.037864853999999996,1,63.0826,26,2,2,2,322.913,0,1,0,0,0,0,0,0,0,0
FDA21,13.65,0,0.036016619,2,186.3924,14,1,0,2,1295.6468,0,0,0,0,0,0,0,0,0,1
FDI09,20.75,1,0.12953868,0,240.28799999999998,14,1,0,2,2396.88,0,0,0,0,0,0,0,0,0,1
FDI20,19.1,0,0.038531668,2,210.6586,26,2,2,2,5487.5236,0,1,0,0,0,0,0,0,0,0
DRI51,17.25,0,0.0,1,171.5764,11,2,2,2,4637.9628,0,0,0,0,0,0,0,1,0,0
DRZ11,12.857645184135976,1,0.112119359,1,123.0388,28,1,2,3,1981.4208,0,0,0,0,0,1,0,0,0,0
FDY07,12.857645184135976,0,0.0,2,45.9402,28,1,2,3,872.8638,0,0,0,0,0,1,0,0,0,0
FDC58,10.195,0,0.041907414,2,43.8428,26,2,2,2,175.7712,0,1,0,0,0,0,0,0,0,0
NCC30,16.6,0,0.027556247000000002,2,176.6344,26,2,2,2,1962.7784,0,1,0,0,0,0,0,0,0,0
FDY03,17.6,1,0.07605848400000001,1,111.8202,26,2,2,2,2025.3636,0,1,0,0,0,0,0,0,0,0
FDZ44,8.185,0,0.038729057000000004,2,117.1808,16,0,0,2,1874.8928,0,0,0,0,0,0,0,0,1,0
FDP28,13.65,1,0.080804019,2,261.1936,11,2,2,2,2348.9424,0,0,0,0,0,0,0,1,0,0
DRD15,10.6,0,0.056884225,1,231.9642,14,1,0,2,3020.7346,0,0,0,0,0,0,0,0,0,1
FDL08,10.8,0,0.050000257,2,243.9144,6,2,2,2,4655.2736,0,0,1,0,0,0,0,0,0,0
FDP25,15.2,0,0.021207518999999998,0,219.4824,16,0,0,2,1747.0592,0,0,0,0,0,0,0,0,1,0
DRK59,8.895,0,0.0,1,232.9616,11,2,2,2,2812.3392,0,0,0,0,0,0,0,1,0,0
DRJ24,11.8,0,0.113307794,1,187.0924,9,0,2,2,1850.924,0,0,0,0,0,0,1,0,0,0
FDU33,7.63,1,0.225476528,2,45.1402,15,2,2,0,45.9402,1,0,0,0,0,0,0,0,0,0
FDX47,6.55,1,0.034800079,0,157.5288,6,2,2,2,1571.2879999999998,0,0,1,0,0,0,0,0,0,0
FDR46,16.85,0,0.139301634,2,144.976,26,2,2,2,2783.0440000000003,0,1,0,0,0,0,0,0,0,0
FDZ56,12.857645184135976,0,0.025612347999999997,2,168.2474,28,1,2,3,3200.5006,0,0,0,0,0,1,0,0,0,0
NCO26,7.235,0,0.077290355,2,116.9492,6,2,2,2,2316.984,0,0,1,0,0,0,0,0,0,0
FDV38,19.25,0,0.1017546,1,55.1956,9,0,2,2,491.3604,0,0,0,0,0,0,1,0,0,0
FDL13,13.85,1,0.09426573699999999,0,233.93,15,2,2,0,233.03,1,0,0,0,0,0,0,0,0,0
FDD57,18.1,0,0.022380952000000003,2,93.6094,26,2,2,2,476.04699999999997,0,1,0,0,0,0,0,0,0,0
FDE46,18.6,0,0.01575657,2,153.1366,26,2,2,2,3173.8686,0,1,0,0,0,0,0,0,0,0
FDB28,6.615,0,0.156307983,1,196.3426,15,2,2,0,790.9704,1,0,0,0,0,0,0,0,0,0
FDC41,15.6,0,0.195688803,2,77.367,15,2,2,0,153.134,1,0,0,0,0,0,0,0,0,0
DRI23,18.85,0,0.13747519,1,158.6578,11,2,2,2,3369.6138,0,0,0,0,0,0,0,1,0,0
FDL33,7.235,0,0.0,2,197.2452,9,0,2,2,2348.9424,0,0,0,0,0,0,1,0,0,0
FDS03,7.825,0,0.07962861,1,63.4826,16,0,0,2,2002.0606,0,0,0,0,0,0,0,0,1,0
NCY18,12.857645184135976,0,0.03100078,2,177.0054,28,1,2,3,2101.2648,0,0,0,0,0,1,0,0,0,0
FDE50,19.7,1,0.016202582,0,188.2556,9,0,2,2,3379.6008,0,0,0,0,0,0,1,0,0,0
FDT02,12.6,0,0.024190156,1,34.4874,9,0,2,2,494.0236,0,0,0,0,0,0,1,0,0,0
FDI34,10.65,1,0.08530861099999999,2,230.2668,11,2,2,2,5759.17,0,0,0,0,0,0,0,1,0,0
FDO15,16.75,1,0.008564925,1,73.2038,9,0,2,2,1404.1722,0,0,0,0,0,0,1,0,0,0
DRI39,13.8,0,0.09745748300000001,1,55.393,4,1,2,1,1018.674,0,0,0,1,0,0,0,0,0,0
NCO14,9.6,0,0.029619202999999997,2,43.6086,26,2,2,2,624.5204,0,1,0,0,0,0,0,0,0,0
NCN19,13.1,0,0.0,0,189.253,16,0,0,2,1518.024,0,0,0,0,0,0,0,0,1,0
DRJ25,14.6,0,0.15087286800000002,1,47.5692,11,2,2,2,1379.5376,0,0,0,0,0,0,0,1,0,0
FDE10,6.67,1,0.09031453,2,130.5626,4,1,2,1,1180.4634,0,0,0,1,0,0,0,0,0,0
FDQ08,15.7,1,0.018930352,2,59.4536,16,0,0,2,857.5504,0,0,0,0,0,0,0,0,1,0
NCQ43,17.75,0,0.111209003,0,107.7912,26,2,2,2,982.7208,0,1,0,0,0,0,0,0,0,0
FDY57,20.2,1,0.121153331,2,97.3752,26,2,2,2,958.752,0,1,0,0,0,0,0,0,0,0
FDQ34,10.85,0,0.163160327,2,107.4622,6,2,2,2,1693.7952,0,0,1,0,0,0,0,0,0,0
NCG19,20.25,0,0.148163564,2,232.7616,14,1,0,2,1874.8928,0,0,0,0,0,0,0,0,0,1
FDI33,12.857645184135976,0,0.028281197,2,90.2146,28,1,2,3,3648.5840000000003,0,0,0,0,0,1,0,0,0,0
FDW27,5.86,1,0.15085330800000002,1,156.0314,16,0,0,2,2016.7082,0,0,0,0,0,0,0,0,1,0
FDH04,6.115,1,0.011437302,2,92.4488,6,2,2,2,1358.2320000000002,0,0,1,0,0,0,0,0,0,0
FDZ39,19.7,1,0.018024769,1,104.499,16,0,0,2,1031.99,0,0,0,0,0,0,0,0,1,0
NCK19,9.8,0,0.090448534,0,194.5478,9,0,2,2,774.9912,0,0,0,0,0,0,1,0,0,0
FDY20,12.5,1,0.08175276,2,89.0488,16,0,0,2,1267.6832,0,0,0,0,0,0,0,0,1,0
FDN39,19.35,1,0.10966769800000001,1,166.0816,15,2,2,0,671.1264,1,0,0,0,0,0,0,0,0,0
NCY41,16.75,0,0.075735621,1,34.5532,16,0,0,2,323.5788,0,0,0,0,0,0,0,0,1,0
NCN14,19.1,0,0.091917786,0,182.7608,16,0,0,2,1837.608,0,0,0,0,0,0,0,0,1,0
FDR07,21.35,0,0.130127365,2,96.2094,15,2,2,0,190.4188,1,0,0,0,0,0,0,0,0,0
FDW49,19.5,0,0.08248351599999999,0,179.2002,26,2,2,2,2865.6032,0,1,0,0,0,0,0,0,0,0
FDN23,6.575,1,0.075507758,0,146.4444,16,0,0,2,1596.5884,0,0,0,0,0,0,0,0,1,0
FDS33,6.67,1,0.12412675599999999,2,88.9514,6,2,2,2,2125.2336,0,0,1,0,0,0,0,0,0,0
FDY36,12.3,0,0.009425158000000001,2,74.83800000000001,14,1,0,2,1537.9979999999998,0,0,0,0,0,0,0,0,0,1
FDH20,16.1,1,0.024999711,2,97.84100000000001,11,2,2,2,1255.0330000000001,0,0,0,0,0,0,0,1,0,0
FDR15,12.857645184135976,1,0.05854560599999999,1,155.8314,28,0,0,0,310.2628,0,0,0,0,1,0,0,0,0,0
NCP50,17.35,0,0.020676141000000002,0,80.6618,6,2,2,2,1208.427,0,0,1,0,0,0,0,0,0,0
FDS40,15.35,0,0.02346559,2,35.219,15,2,2,0,36.619,1,0,0,0,0,0,0,0,0,0
FDG38,8.975,1,0.05272914,0,86.4224,16,0,0,2,1022.6688,0,0,0,0,0,0,0,0,1,0
NCO18,13.15,0,0.024630755,2,178.2686,26,2,2,2,2666.5290000000005,0,1,0,0,0,0,0,0,0,0
NCO54,19.5,0,0.014274292,2,55.6614,16,0,0,2,718.3982,0,0,0,0,0,0,0,0,1,0
NCW18,15.1,0,0.059313603,2,238.1248,9,0,2,2,4266.4464,0,0,0,0,0,0,1,0,0,0
FDB36,5.465,1,0.048518008,2,132.9626,9,0,2,2,2360.9268,0,0,0,0,0,0,1,0,0,0
FDJ45,17.75,0,0.073349552,0,34.2216,26,2,2,2,934.7832,0,1,0,0,0,0,0,0,0,0
FDP60,12.857645184135976,0,0.055648052,2,100.3016,28,1,2,3,2833.6448,0,0,0,0,0,1,0,0,0,0
DRD12,6.96,0,0.077129323,1,92.7146,26,2,2,2,1733.0774,0,1,0,0,0,0,0,0,0,0
FDR47,17.85,0,0.08782496699999999,0,196.0794,4,1,2,1,1755.7146,0,0,0,1,0,0,0,0,0,0
FDJ10,5.095,1,0.13003120699999998,2,142.4838,4,1,2,1,561.9352,0,0,0,1,0,0,0,0,0,0
DRC25,5.73,0,0.045334097999999996,1,87.0882,26,2,2,2,1803.6522,0,1,0,0,0,0,0,0,0,0
NCW54,7.5,0,0.096333029,2,57.8588,26,2,2,2,1145.1760000000002,0,1,0,0,0,0,0,0,0,0
FDA26,7.855,1,0.07385892299999999,1,218.6482,26,2,2,2,3723.8194,0,1,0,0,0,0,0,0,0,0
DRF01,5.655,0,0.17504710399999998,1,146.9102,9,0,2,2,1895.5326,0,0,0,0,0,0,1,0,0,0
NCZ17,12.15,0,0.132952286,1,37.6506,15,2,2,0,37.9506,1,0,0,0,0,0,0,0,0,0
FDK46,9.6,0,0.08614586699999999,2,258.362,15,2,2,0,259.66200000000003,1,0,0,0,0,0,0,0,0,0
NCU41,18.85,0,0.0520115,1,190.3846,26,2,2,2,3630.6074,0,1,0,0,0,0,0,0,0,0
FDV20,20.2,1,0.059790095,2,127.4678,9,0,2,2,3560.6984,0,0,0,0,0,0,1,0,0,0
FDT15,12.15,1,0.071440118,1,182.295,15,2,2,0,549.285,1,0,0,0,0,0,0,0,0,0
DRI25,19.6,0,0.03395415,1,56.4614,14,1,0,2,773.6596,0,0,0,0,0,0,0,0,0,1
FDA40,16.0,1,0.099271209,2,88.5856,16,0,0,2,878.8560000000001,0,0,0,0,0,0,0,0,1,0
FDZ15,12.857645184135976,0,0.020769677,1,117.5782,28,1,2,3,2741.0986,0,0,0,0,0,1,0,0,0,0
FDM13,6.425,0,0.06316338,0,132.2626,9,0,2,2,2098.6016,0,0,0,0,0,0,1,0,0,0
NCM05,6.825,0,0.059846975,1,262.5226,16,0,0,2,9779.9362,0,0,0,0,0,0,0,0,1,0
FDD38,12.857645184135976,1,0.014342658999999999,0,103.7674,28,0,0,0,203.7348,0,0,0,0,1,0,0,0,0,0
DRI01,7.97,0,0.057667172999999995,1,172.1422,15,2,2,0,517.3266,1,0,0,0,0,0,0,0,0,0
DRG13,17.25,0,0.037155206,1,166.4526,26,2,2,2,3782.4098,0,1,0,0,0,0,0,0,0,0
NCT30,9.1,0,0.08041772400000001,2,48.8718,14,1,0,2,425.4462,0,0,0,0,0,0,0,0,0,1
NCG42,19.2,0,0.041227831,2,129.83100000000002,16,0,0,2,1947.465,0,0,0,0,0,0,0,0,1,0
FDB14,12.857645184135976,1,0.102226474,0,91.31200000000001,28,1,2,3,3075.9959999999996,0,0,0,0,0,1,0,0,0,0
FDO27,12.857645184135976,1,0.178210285,1,95.7752,28,1,2,3,3930.8832,0,0,0,0,0,1,0,0,0,0
FDC14,14.5,1,0.06904249,0,41.4454,15,2,2,0,41.9454,1,0,0,0,0,0,0,0,0,0
FDB49,12.857645184135976,1,0.052791124,2,98.5384,28,0,0,0,591.2304,0,0,0,0,1,0,0,0,0,0
FDZ23,17.75,1,0.06760774900000001,2,188.024,14,1,0,2,2796.36,0,0,0,0,0,0,0,0,0,1
FDJ52,7.145,0,0.017887474,2,160.6578,6,2,2,2,1765.0358,0,0,1,0,0,0,0,0,0,0
FDJ56,8.985,0,0.18444042100000002,2,99.67,6,2,2,2,3295.71,0,0,1,0,0,0,0,0,0,0
NCR54,16.35,0,0.091074449,2,196.81099999999998,6,2,2,2,3338.987,0,0,1,0,0,0,0,0,0,0
DRF01,5.655,0,0.0,1,147.5102,16,0,0,2,1166.4816,0,0,0,0,0,0,0,0,1,0
DRK12,9.5,0,0.04195143900000001,1,32.49,14,1,0,2,865.54,0,0,0,0,0,0,0,0,0,1
FDL58,5.78,1,0.074087369,2,264.9568,26,2,2,2,6855.0768,0,1,0,0,0,0,0,0,0,0
FDD44,8.05,1,0.0,2,257.5646,26,2,2,2,5153.292,0,1,0,0,0,0,0,0,0,0
FDT50,6.75,1,0.10867990599999999,1,95.6752,4,1,2,1,1246.3776,0,0,0,1,0,0,0,0,0,0
DRM23,16.6,0,0.136500981,1,173.3422,6,2,2,2,4138.6128,0,0,1,0,0,0,0,0,0,0
NCM31,6.095,0,0.081361288,0,141.9154,11,2,2,2,2694.4926,0,0,0,0,0,0,0,1,0,0
FDY21,15.1,0,0.0,2,197.21099999999998,15,2,2,0,196.41099999999997,1,0,0,0,0,0,0,0,0,0
FDR22,19.35,1,0.018591464,2,112.9544,14,1,0,2,1342.2528,0,0,0,0,0,0,0,0,0,1
NCV06,11.3,0,0.066952965,2,192.0478,4,1,2,1,3099.9648,0,0,0,1,0,0,0,0,0,0
FDR45,10.8,0,0.029107004,2,240.5222,6,2,2,2,4541.4218,0,0,1,0,0,0,0,0,0,0
FDH60,19.7,1,0.0,2,194.41099999999997,14,1,0,2,5106.686,0,0,0,0,0,0,0,0,0,1
FDR08,12.857645184135976,0,0.06587293599999999,2,113.1886,28,0,0,0,111.1886,0,0,0,0,1,0,0,0,0,0
FDA47,10.5,1,0.117149075,2,164.12099999999998,4,1,2,1,1794.3310000000001,0,0,0,1,0,0,0,0,0,0
FDS37,7.655,0,0.031994534,0,114.3492,14,1,0,2,1853.5872,0,0,0,0,0,0,0,0,0,1
FDF12,8.235,0,0.08276363,2,146.5076,4,1,2,1,1625.8836,0,0,0,1,0,0,0,0,0,0
FDP24,20.6,0,0.083004078,2,119.4756,16,0,0,2,1090.5804,0,0,0,0,0,0,0,0,1,0
FDU20,19.35,1,0.021490911,2,122.1098,14,1,0,2,2892.2352,0,0,0,0,0,0,0,0,0,1
FDW44,9.5,1,0.058835927999999996,2,170.2448,15,2,2,0,170.4448,1,0,0,0,0,0,0,0,0,0
FDY39,5.305,1,0.07871639,1,183.5608,15,2,2,0,551.2824,1,0,0,0,0,0,0,0,0,0
